model,alg,rabinpairorder,workers,buchi,ltl,errmsg,time,date,sccs,ustates,utrans,tstates,ttrans,selfloop,claimdead,claimfound,claimsuccess,cumstack,autsize,rabinpairs,ftrans,formula,hoa
BridgeAndVehicles-PT-V20P10N50_LTLC_13_,favoid,seq,16,rabinizer3,-1,OK,86.170,2017-04-26.18:10:47,9080863,9080863,31785921,9116290,9116290,0,0,0,9116290,16,3,2,9080869,-1,-1
BridgeAndVehicles-PT-V20P10N50_LTLC_13_,favoid,seq,16,tgbarabin,-1,OK,89.300,2017-04-26.18:12:19,9080862,9080862,40924027,9651115,43548018,80,33052562,0,9651115,2717,4,1,0,-1,-1
BridgeAndVehicles-PT-V20P10N50_LTLC_13_,ufscc,-1,16,tgba,-1,OK,100.080,2017-04-26.18:14:02,9080862,9080862,40924027,10876987,49322391,88,35831654,0,10876987,2723,4,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P10N50_LTLC_13_,favoid,seq,16,ltl3hoa,-1,OK,92.690,2017-04-26.18:15:38,9080862,9080862,31785918,9124475,9124475,0,0,0,9124475,16,3,1,9080861,-1,-1
BridgeAndVehicles-PT-V20P10N50_LTLC_13_,favoid,seq,16,rabinizer3,-1,OK,95.320,2017-04-26.18:17:16,9080863,9080863,31785921,9116981,9116981,0,0,0,9116981,16,3,2,9080868,-1,-1
BridgeAndVehicles-PT-V20P10N50_LTLC_13_,favoid,seq,16,tgbarabin,-1,OK,99.540,2017-04-26.18:18:59,9080862,9080862,40924027,10537272,47965153,82,35342121,0,10537272,2714,4,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,ufscc,-1,16,tgba,-1,OK,19.020,2017-04-26.18:19:19,6732570,6732570,23489236,7660501,26835932,23,18159079,0,7660501,2759,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3hoa,-1,OK,37.720,2017-04-26.18:19:58,13465140,13465140,46978472,16030489,52917887,23,34255183,0,16030489,2728,1,2,1291208,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3dra,-1,OK,17.730,2017-04-26.18:20:17,6732570,6732570,23489236,7443315,25973944,20,17787450,0,7443315,2749,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,rabinizer3,-1,OK,20.400,2017-04-26.18:20:39,6732570,6732570,23489236,7754106,27117978,23,18233279,0,7754106,2736,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,tgbarabin,-1,OK,18.880,2017-04-26.18:20:59,6732570,6732570,23489236,7460375,26099288,21,17770453,0,7460375,2750,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,ufscc,-1,16,tgba,-1,OK,20.390,2017-04-26.18:21:20,6732570,6732570,23489236,7843332,27437939,20,18353131,0,7843332,2730,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3hoa,-1,OK,35.590,2017-04-26.18:21:57,13465140,13465140,46978472,14725240,48399558,22,32476912,0,14725240,2797,1,2,1291208,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3dra,-1,OK,18.890,2017-04-26.18:22:17,6732570,6732570,23489236,7636660,26717814,23,18143467,0,7636660,2729,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,rabinizer3,-1,OK,18.830,2017-04-26.18:22:37,6732570,6732570,23489236,7540015,26334452,31,17907743,0,7540015,2725,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,tgbarabin,-1,OK,18.500,2017-04-26.18:22:57,6732570,6732570,23489236,7347898,25697787,21,17695485,0,7347898,2761,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,ufscc,-1,16,tgba,-1,OK,19.510,2017-04-26.18:23:18,6732570,6732570,23489236,7751056,27142627,20,18418166,0,7751056,2768,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3hoa,-1,OK,38.250,2017-04-26.18:23:58,13465140,13465140,46978472,14971923,49314783,20,32903532,0,14971923,2739,1,2,1291208,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3dra,-1,OK,17.630,2017-04-26.18:24:16,6732570,6732570,23489236,7380082,25778099,24,17718516,0,7380082,2735,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,rabinizer3,-1,OK,20.140,2017-04-26.18:24:38,6732570,6732570,23489236,7934239,27796553,24,18592333,0,7934239,2712,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,tgbarabin,-1,OK,17.960,2017-04-26.18:24:57,6732570,6732570,23489236,7468449,26124883,20,17796385,0,7468449,2750,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,ufscc,-1,16,tgba,-1,OK,20.070,2017-04-26.18:25:18,6732570,6732570,23489236,7988609,27966604,25,18613643,0,7988609,2735,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3hoa,-1,OK,35.720,2017-04-26.18:25:56,13465140,13465140,46978472,15440392,50768143,24,33479113,0,15440392,2742,1,2,1291208,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3dra,-1,OK,21.300,2017-04-26.18:26:18,6732570,6732570,23489236,8068473,28304951,23,18823802,0,8068473,2756,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,rabinizer3,-1,OK,22.400,2017-04-26.18:26:42,6732570,6732570,23489236,8486327,29798004,25,19276391,0,8486327,2738,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,tgbarabin,-1,OK,16.880,2017-04-26.18:27:00,6732570,6732570,23489236,7315639,25598700,26,17690892,0,7315639,2764,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,ufscc,-1,16,tgba,-1,OK,18.700,2017-04-26.18:27:20,6732570,6732570,23489236,7544096,26379040,21,18038395,0,7544096,2734,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3hoa,-1,OK,35.590,2017-04-26.18:27:57,13465140,13465140,46978472,15098176,49697092,23,33060997,0,15098176,2749,1,2,1291208,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3dra,-1,OK,18.620,2017-04-26.18:28:17,6732570,6732570,23489236,7413545,25928266,20,17762013,0,7413545,2724,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,rabinizer3,-1,OK,19.060,2017-04-26.18:28:37,6732570,6732570,23489236,7508831,26283330,24,17976324,0,7508831,2767,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,tgbarabin,-1,OK,17.890,2017-04-26.18:28:56,6732570,6732570,23489236,7286313,25457100,21,17580173,0,7286313,2733,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,ufscc,-1,16,tgba,-1,OK,19.850,2017-04-26.18:29:17,6732570,6732570,23489236,7952820,27839676,24,18594345,0,7952820,2727,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3hoa,-1,OK,35.540,2017-04-26.18:29:54,13465140,13465140,46978472,15362680,50585406,21,33429484,0,15362680,2769,1,2,1291208,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3dra,-1,OK,20.000,2017-04-26.18:30:15,6732570,6732570,23489236,8028744,28141539,22,18676091,0,8028744,2731,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,rabinizer3,-1,OK,18.130,2017-04-26.18:30:35,6732570,6732570,23489236,7449276,26064970,23,17746616,0,7449276,2743,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,tgbarabin,-1,OK,18.540,2017-04-26.18:30:55,6732570,6732570,23489236,7436552,25976860,21,17790587,0,7436552,2734,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,ufscc,-1,16,tgba,-1,OK,18.800,2017-04-26.18:31:14,6732570,6732570,23489236,7500607,26227928,24,17920832,0,7500607,2727,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3hoa,-1,OK,39.070,2017-04-26.18:31:55,13465140,13465140,46978472,16660326,55362002,21,35258165,0,16660326,2750,1,2,1291208,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3dra,-1,OK,18.420,2017-04-26.18:32:15,6732570,6732570,23489236,7600001,26596471,22,18060491,0,7600001,2763,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,rabinizer3,-1,OK,17.910,2017-04-26.18:32:34,6732570,6732570,23489236,7320358,25567808,22,17655250,0,7320358,2745,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,tgbarabin,-1,OK,18.220,2017-04-26.18:32:53,6732570,6732570,23489236,7436964,25989791,27,17767890,0,7436964,2742,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,ufscc,-1,16,tgba,-1,OK,18.210,2017-04-26.18:33:13,6732570,6732570,23489236,7638241,26716797,24,18087700,0,7638241,2728,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3hoa,-1,OK,36.780,2017-04-26.18:33:51,13465140,13465140,46978472,15018954,49419276,24,32881884,0,15018954,2752,1,2,1291208,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3dra,-1,OK,18.370,2017-04-26.18:34:11,6732570,6732570,23489236,7410118,25905983,24,17792368,0,7410118,2756,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,rabinizer3,-1,OK,20.580,2017-04-26.18:34:32,6732570,6732570,23489236,7566888,26462552,21,18073004,0,7566888,2751,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,tgbarabin,-1,OK,19.380,2017-04-26.18:34:53,6732570,6732570,23489236,7697774,26949024,21,18239220,0,7697774,2738,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,ufscc,-1,16,tgba,-1,OK,17.410,2017-04-26.18:35:12,6732570,6732570,23489236,7363709,25741909,20,17675404,0,7363709,2761,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3hoa,-1,OK,36.480,2017-04-26.18:35:49,13465140,13465140,46978472,14873418,48943450,22,32738503,0,14873418,2771,1,2,1291208,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3dra,-1,OK,18.940,2017-04-26.18:36:10,6732570,6732570,23489236,7273001,25416324,24,17574018,0,7273001,2740,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,rabinizer3,-1,OK,18.270,2017-04-26.18:36:29,6732570,6732570,23489236,7309185,25525739,21,17643673,0,7309185,2744,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,tgbarabin,-1,OK,18.290,2017-04-26.18:36:49,6732570,6732570,23489236,7595302,26559728,22,18062954,0,7595302,2736,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,ufscc,-1,16,tgba,-1,OK,19.030,2017-04-26.18:37:09,6732570,6732570,23489236,7672470,26825356,24,18103723,0,7672470,2732,1,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3hoa,-1,OK,35.320,2017-04-26.18:37:46,13465140,13465140,46978472,15043543,49363794,25,32780422,0,15043543,2768,1,2,1291208,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,ltl3dra,-1,OK,18.320,2017-04-26.18:38:05,6732570,6732570,23489236,7553859,26420913,22,18016526,0,7553859,2754,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,rabinizer3,-1,OK,20.010,2017-04-26.18:38:27,6732570,6732570,23489236,7960817,27874068,22,18545647,0,7960817,2758,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_3_,favoid,seq,16,tgbarabin,-1,OK,17.560,2017-04-26.18:38:45,6732570,6732570,23489236,7513488,26264687,23,17958169,0,7513488,2727,1,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,ufscc,-1,16,tgba,-1,OK,20.030,2017-04-26.18:39:07,6732570,6732570,23489236,7719286,27057505,22,18290496,0,7719286,2711,3,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,ltl3hoa,-1,OK,25.930,2017-04-26.18:39:34,8390056,8390056,32965034,9437318,34077958,25,23038726,0,9437318,2726,4,1,1657486,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,rabinizer3,-1,OK,42.520,2017-04-26.18:40:18,13465140,13465140,46978472,14535457,33376742,24,18079936,0,14535457,2751,3,2,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,tgbarabin,-1,OK,20.030,2017-04-26.18:40:39,6732570,6732570,23489236,7369804,25749608,21,17668175,0,7369804,2777,3,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,ufscc,-1,16,tgba,-1,OK,19.710,2017-04-26.18:41:00,6732570,6732570,23489236,7680969,26858729,22,18312865,0,7680969,2728,3,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,ltl3hoa,-1,OK,28.070,2017-04-26.18:41:29,8390056,8390056,32965034,10119962,36524433,20,24310107,0,10119962,2727,4,1,1657486,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,rabinizer3,-1,OK,43.760,2017-04-26.18:42:15,13465140,13465140,46978472,14674674,33853500,22,18103922,0,14674674,2732,3,2,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,tgbarabin,-1,OK,21.440,2017-04-26.18:42:37,6732570,6732570,23489236,7575616,26533087,22,18085279,0,7575616,2754,3,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,ufscc,-1,16,tgba,-1,OK,21.350,2017-04-26.18:43:00,6732570,6732570,23489236,8166058,28528669,22,18778105,0,8166058,2707,3,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,ltl3hoa,-1,OK,25.310,2017-04-26.18:43:26,8390056,8390056,32965034,9380039,33879768,22,22940690,0,9380039,2764,4,1,1657486,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,rabinizer3,-1,OK,42.050,2017-04-26.18:44:10,13465140,13465140,46978472,14221077,32261714,22,17516889,0,14221077,2770,3,2,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,tgbarabin,-1,OK,21.810,2017-04-26.18:44:33,6732570,6732570,23489236,7386745,25836268,23,17719678,0,7386745,2724,3,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,ufscc,-1,16,tgba,-1,OK,18.390,2017-04-26.18:44:53,6732570,6732570,23489236,7545729,26391512,23,17940069,0,7545729,2742,3,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,ltl3hoa,-1,OK,26.200,2017-04-26.18:45:20,8390056,8390056,32965034,9853380,35658382,21,23627029,0,9853380,2745,4,1,1657486,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,rabinizer3,-1,OK,44.990,2017-04-26.18:46:06,13465140,13465140,46978472,14753624,34197741,21,18342790,0,14753624,2727,3,2,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,tgbarabin,-1,OK,22.100,2017-04-26.18:46:30,6732570,6732570,23489236,7683817,26933887,21,18207946,0,7683817,2750,3,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,ufscc,-1,16,tgba,-1,OK,19.650,2017-04-26.18:46:50,6732570,6732570,23489236,7551221,26402025,24,17881495,0,7551221,2746,3,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,ltl3hoa,-1,OK,26.040,2017-04-26.18:47:18,8390056,8390056,32965034,9506088,34362478,23,23190689,0,9506088,2755,4,1,1657486,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,rabinizer3,-1,OK,42.500,2017-04-26.18:48:02,13465140,13465140,46978472,14516660,33298305,21,17863173,0,14516660,2720,3,2,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,tgbarabin,-1,OK,21.110,2017-04-26.18:48:24,6732570,6732570,23489236,7452345,26095708,20,17851048,0,7452345,2750,3,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,ufscc,-1,16,tgba,-1,OK,19.720,2017-04-26.18:48:45,6732570,6732570,23489236,7666891,26854758,20,18227781,0,7666891,2766,3,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,ltl3hoa,-1,OK,26.130,2017-04-26.18:49:12,8390056,8390056,32965034,9278290,33448419,20,22805815,0,9278290,2740,4,1,1657486,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,rabinizer3,-1,OK,40.700,2017-04-26.18:49:54,13465140,13465140,46978472,14246217,32328419,21,17598030,0,14246217,2728,3,2,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,tgbarabin,-1,OK,23.180,2017-04-26.18:50:19,6732570,6732570,23489236,8290195,29026884,21,19139509,0,8290195,2748,3,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,ufscc,-1,16,tgba,-1,OK,19.680,2017-04-26.18:50:40,6732570,6732570,23489236,7965571,27875877,28,18638571,0,7965571,2745,3,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,ltl3hoa,-1,OK,26.330,2017-04-26.18:51:07,8390056,8390056,32965034,9290622,33483710,20,22861922,0,9290622,2754,4,1,1657486,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,rabinizer3,-1,OK,41.710,2017-04-26.18:51:50,13465140,13465140,46978472,14425274,33042332,24,17842264,0,14425274,2782,3,2,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,tgbarabin,-1,OK,22.790,2017-04-26.18:52:14,6732570,6732570,23489236,7725452,27042548,23,18144239,0,7725452,2732,3,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,ufscc,-1,16,tgba,-1,OK,20.550,2017-04-26.18:52:36,6732570,6732570,23489236,8012692,28091568,28,18599416,0,8012692,2749,3,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,ltl3hoa,-1,OK,25.730,2017-04-26.18:53:03,8390056,8390056,32965034,9459501,34130869,23,23125063,0,9459501,2726,4,1,1657486,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,rabinizer3,-1,OK,43.890,2017-04-26.18:53:48,13465140,13465140,46978472,14933789,34801973,24,18650462,0,14933789,2760,3,2,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,tgbarabin,-1,OK,22.510,2017-04-26.18:54:12,6732570,6732570,23489236,7773931,27184668,25,18282785,0,7773931,2720,3,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,ufscc,-1,16,tgba,-1,OK,19.160,2017-04-26.18:54:32,6732570,6732570,23489236,7598889,26584717,22,18135477,0,7598889,2753,3,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,ltl3hoa,-1,OK,24.970,2017-04-26.18:54:59,8390056,8390056,32965034,9566358,34491033,22,23254121,0,9566358,2735,4,1,1657486,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,rabinizer3,-1,OK,41.830,2017-04-26.18:55:42,13465140,13465140,46978472,14376648,32758497,21,17636321,0,14376648,2744,3,2,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,tgbarabin,-1,OK,21.470,2017-04-26.18:56:04,6732570,6732570,23489236,7850721,27454615,20,18428806,0,7850721,2728,3,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,ufscc,-1,16,tgba,-1,OK,18.420,2017-04-26.18:56:24,6732570,6732570,23489236,7338238,25630620,22,17685627,0,7338238,2760,3,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,ltl3hoa,-1,OK,26.050,2017-04-26.18:56:51,8390056,8390056,32965034,9573994,34555253,20,23225173,0,9573994,2725,4,1,1657486,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,rabinizer3,-1,OK,43.020,2017-04-26.18:57:36,13465140,13465140,46978472,14863219,34601938,24,18512460,0,14863219,2739,3,2,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_4_,favoid,seq,16,tgbarabin,-1,OK,21.720,2017-04-26.18:57:59,6732570,6732570,23489236,7681964,26920174,29,18337933,0,7681964,2742,3,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,ufscc,-1,16,tgba,-1,OK,20.080,2017-04-26.18:58:20,6732570,6732570,23489236,8011251,28085241,23,18763261,0,8011251,2696,2,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,ltl3hoa,-1,OK,21.300,2017-04-26.18:58:43,6732570,6732570,23489236,7007479,7007479,0,0,0,7007479,16,1,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,ltl3dra,-1,OK,20.470,2017-04-26.18:59:05,6732570,6732570,23489236,7024495,7024495,0,0,0,7024495,16,1,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,rabinizer3,-1,OK,23.500,2017-04-26.18:59:29,6732570,6732570,23489236,7111746,7111746,0,0,0,7111746,16,2,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,tgbarabin,-1,OK,19.620,2017-04-26.18:59:50,6732570,6732570,23489236,7721807,27019575,21,18311904,0,7721807,2742,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,ufscc,-1,16,tgba,-1,OK,19.420,2017-04-26.19:00:11,6732570,6732570,23489236,7712294,26986518,26,18170670,0,7712294,2722,2,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,ltl3hoa,-1,OK,21.900,2017-04-26.19:00:34,6732570,6732570,23489236,7293058,7293058,0,0,0,7293058,16,1,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,ltl3dra,-1,OK,21.120,2017-04-26.19:00:57,6732570,6732570,23489236,7001083,7001083,0,0,0,7001083,16,1,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,rabinizer3,-1,OK,22.740,2017-04-26.19:01:21,6732570,6732570,23489236,7164278,7164278,0,0,0,7164278,16,2,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,tgbarabin,-1,OK,19.540,2017-04-26.19:01:41,6732570,6732570,23489236,7545215,26385748,23,17998237,0,7545215,2748,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,ufscc,-1,16,tgba,-1,OK,18.300,2017-04-26.19:02:01,6732570,6732570,23489236,7398664,25875209,27,17739421,0,7398664,2756,2,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,ltl3hoa,-1,OK,20.190,2017-04-26.19:02:23,6732570,6732570,23489236,7035966,7035966,0,0,0,7035966,16,1,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,ltl3dra,-1,OK,20.830,2017-04-26.19:02:45,6732570,6732570,23489236,7002466,7002466,0,0,0,7002466,16,1,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,rabinizer3,-1,OK,22.940,2017-04-26.19:03:09,6732570,6732570,23489236,7088429,7088429,0,0,0,7088429,16,2,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,tgbarabin,-1,OK,21.320,2017-04-26.19:03:31,6732570,6732570,23489236,8133510,28566676,29,19085192,0,8133510,2771,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,ufscc,-1,16,tgba,-1,OK,18.400,2017-04-26.19:03:51,6732570,6732570,23489236,7746109,27118734,28,18305572,0,7746109,2762,2,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,ltl3hoa,-1,OK,20.450,2017-04-26.19:04:13,6732570,6732570,23489236,7031023,7031023,0,0,0,7031023,16,1,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,ltl3dra,-1,OK,20.520,2017-04-26.19:04:35,6732570,6732570,23489236,7028850,7028850,0,0,0,7028850,16,1,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,rabinizer3,-1,OK,22.260,2017-04-26.19:04:59,6732570,6732570,23489236,7335243,7335243,0,0,0,7335243,16,2,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,tgbarabin,-1,OK,19.310,2017-04-26.19:05:19,6732570,6732570,23489236,7606774,26619148,25,18154737,0,7606774,2749,2,1,0,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,ufscc,-1,16,tgba,-1,OK,19.020,2017-04-26.19:05:39,6732570,6732570,23489236,7807759,27322717,30,18394425,0,7807759,2752,2,-1,-1,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,ltl3hoa,-1,OK,20.510,2017-04-26.19:06:01,6732570,6732570,23489236,7037632,7037632,0,0,0,7037632,16,1,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,ltl3dra,-1,OK,20.950,2017-04-26.19:06:23,6732570,6732570,23489236,7005455,7005455,0,0,0,7005455,16,1,1,6732569,-1,-1
BridgeAndVehicles-PT-V20P20N10_LTLC_9_,favoid,seq,16,rabinizer3,-1,OK,21.160,2017-04-26.19:06:46,6732570,6732570,23489236,7009809,7009809,0,0,0,7009809,16,2,1,6732569,-1,-1
